OSHA标准编号,条款编号,片段编号,来源类型,来源网址,获取日期
1910.134,1910.134(d)(2),chunk_00076,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(2)(i),chunk_00077,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(2)(i)(A),chunk_00078,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(2)(i)(B),chunk_00079,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(2)(ii),chunk_00080,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(2)(iii),chunk_00081,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3),chunk_00082,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(i),chunk_00083,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(i)(A),chunk_00084,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(i)(B),chunk_00085,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(i)(B),chunk_00086,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(i)(B),chunk_00087,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(i)(B),chunk_00088,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(ii),chunk_00089,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iii),chunk_00090,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iii)(A),chunk_00091,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iii)(B),chunk_00092,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iii)(B),chunk_00093,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iii)(B),chunk_00094,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iv),chunk_00095,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iv)(A),chunk_00096,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iv)(B),chunk_00097,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(d)(3)(iv)(C),chunk_00098,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e),chunk_00099,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(1),chunk_00100,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(2),chunk_00101,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(2)(i),chunk_00102,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(2)(ii),chunk_00103,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(3),chunk_00104,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(3)(i),chunk_00105,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(3)(ii),chunk_00106,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(4),chunk_00107,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(4)(i),chunk_00108,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(4)(ii),chunk_00109,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5),chunk_00110,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(i),chunk_00111,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(i)(A),chunk_00112,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(i)(B),chunk_00113,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(i)(C),chunk_00114,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(i)(D),chunk_00115,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(i)(E),chunk_00116,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(ii),chunk_00117,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(5)(iii),chunk_00118,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(6),chunk_00119,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(6)(i),chunk_00120,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(6)(i)(A),chunk_00121,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(6)(i)(B),chunk_00122,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(6)(i)(C),chunk_00123,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(6)(ii),chunk_00124,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(7),chunk_00125,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(7)(i),chunk_00126,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(7)(ii),chunk_00127,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(7)(iii),chunk_00128,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(e)(7)(iv),chunk_00129,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f),chunk_00130,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(1),chunk_00131,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(2),chunk_00132,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(3),chunk_00133,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(4),chunk_00134,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(5),chunk_00135,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(6),chunk_00136,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(7),chunk_00137,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(8),chunk_00138,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(8)(i),chunk_00139,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(8)(ii),chunk_00140,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(f)(8)(iii),chunk_00141,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g),chunk_00142,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(1),chunk_00143,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(1)(i),chunk_00144,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(1)(i)(A),chunk_00145,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(1)(i)(B),chunk_00146,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(1)(ii),chunk_00147,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(1)(iii),chunk_00148,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(2),chunk_00149,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(2)(i),chunk_00150,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(2)(ii),chunk_00151,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(2)(ii)(A),chunk_00152,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(2)(ii)(B),chunk_00153,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(2)(ii)(C),chunk_00154,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(2)(iii),chunk_00155,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3),chunk_00156,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(i),chunk_00157,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(ii),chunk_00158,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(iii),chunk_00159,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(iv),chunk_00160,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(v),chunk_00161,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(vi),chunk_00162,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(vi)(A),chunk_00163,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(vi)(B),chunk_00164,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(3)(vi)(C),chunk_00165,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(4),chunk_00166,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(4)(i),chunk_00167,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(4)(ii),chunk_00168,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(g)(4)(iii),chunk_00169,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h),chunk_00170,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(1),chunk_00171,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(1)(i),chunk_00172,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(1)(ii),chunk_00173,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(1)(iii),chunk_00174,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(1)(iv),chunk_00175,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(2),chunk_00176,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(2)(i),chunk_00177,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(2)(ii),chunk_00178,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(2)(ii)(A),chunk_00179,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(2)(ii)(B),chunk_00180,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(2)(ii)(C),chunk_00181,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3),chunk_00182,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(i),chunk_00183,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(i)(A),chunk_00184,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(i)(B),chunk_00185,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(i)(C),chunk_00186,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(ii),chunk_00187,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(ii)(A),chunk_00188,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(ii)(B),chunk_00189,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(iii),chunk_00190,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(iv),chunk_00191,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(iv)(A),chunk_00192,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(3)(iv)(B),chunk_00193,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(4),chunk_00194,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(4)(i),chunk_00195,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(4)(ii),chunk_00196,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
1910.134,1910.134(h)(4)(iii),chunk_00197,法规正文,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134,2026-08-19
